Brand Name,Year,Car_variant,Selling Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Location
Tata Harrier,2020,XZ+ DARK EDITION ,2103999,13596,Diesel,Manual,1st Owner,Mumbai
Maruti Dzire,2017,LXI ,512699,53754,Petrol,Manual,2nd Owner,Mumbai
Hyundai Grand i10,2015,SPORTS 1.2 VTVT ,438599,14861,Petrol,Manual,1st Owner,Mumbai
Jeep Compass,2017,2.0 LIMITED ,1306099,26404,Diesel,Manual,2nd Owner,Mumbai
Maruti Vitara Brezza,2016,VDI OPT ,734599,66275,Diesel,Manual,1st Owner,Mumbai
Maruti Baleno,2017,ALPHA 1.2 K12 ,629299,18632,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2017,DELTA 1.2 K12 ,570224,28006,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2015,ASTA 1.2 ,551499,51788,Petrol,Manual,1st Owner,Mumbai
Hyundai Creta,2016,1.6 SX PLUS AUTO PETROL ,1010999,29349,Petrol,Automatic,1st Owner,Mumbai
Maruti Wagon R 1.0,2013,LXI ,317699,61584,Petrol,Manual,1st Owner,Mumbai
Maruti Ciaz,2017,VXI PLUS ,678799,62783,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2015,ALPHA 1.2 K12 ,543299,46926,Petrol,Manual,1st Owner,Mumbai
Hyundai Eon,2018,MAGNA PLUS ,358499,36057,Petrol,Manual,1st Owner,Mumbai
Honda Amaze,2014,1.2 EXMT I VTEC ,384999,78568,Petrol,Manual,1st Owner,Mumbai
Maruti Dzire,2018,VXI ,660199,30420,Petrol,Manual,1st Owner,Mumbai
Honda City,2019,VX CVT PETROL ,966999,40797,Petrol,Automatic,2nd Owner,Mumbai
Volkswagen Ameo,2016,HIGHLINE 1.2 ,502435,51558,Petrol,Manual,1st Owner,Mumbai
Hyundai Grand i10,2017,MAGNA 1.2 KAPPA VTVT ,463899,13771,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2017,SPORTZ 1.2 ,591999,31169,Petrol,Manual,2nd Owner,Mumbai
Hyundai Creta,2020,SX PETROL MT ,1474399,13708,Petrol,Manual,1st Owner,Mumbai
Volkswagen Vento,2019,1.2 TSI HIGHLINE PLUS AT ,952999,37905,Petrol,Automatic,1st Owner,Mumbai
Honda Jazz,2016,1.2 V AT ,593599,66112,Petrol,Automatic,1st Owner,Mumbai
Maruti Dzire,2018,ZXI ,681899,53823,Petrol,Manual,1st Owner,Mumbai
Hyundai VENUE,2019,1.0L Turbo GDI SX(O) MT ,988799,7846,Petrol,Manual,1st Owner,Mumbai
Honda Civic,2019,VX CVT i-VTEC,1731499,13817,Petrol,,1st Owner,Mumbai
Hyundai Verna,2019,1.6 SX (O) AT CRDI ,1249099,35135,Diesel,Automatic,1st Owner,Mumbai
Maruti Dzire,2017,ZXI ,653099,24887,Petrol,Manual,1st Owner,Mumbai
Maruti Vitara Brezza,2019,VDI ,838699,49323,Diesel,Manual,1st Owner,Mumbai
MG HECTOR,2019,SHARP 2.0 DIESEL ,1668299,42021,Diesel,Manual,1st Owner,Mumbai
Maruti Wagon R 1.0,2015,VXI ,370317,38491,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2017,ASTA 1.2 (O) ,653299,22331,Petrol,Manual,1st Owner,Mumbai
Hyundai Grand i10,2014,MAGNA 1.2 VTVT ,392059,68292,Petrol,Manual,1st Owner,Mumbai
MG HECTOR,2019,SHARP HYBIRD PETROL MT ,1580499,19802,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2019,ZETA 1.2 K12 ,675599,31471,Petrol,Manual,1st Owner,Mumbai
Maruti Dzire,2019,VXI ,701582,36463,Petrol,Manual,1st Owner,Mumbai
Volkswagen Vento,2017,HIGHLINE 1.2 TSI AT ,761044,45176,Petrol,Automatic,1st Owner,Mumbai
Maruti Baleno,2020,ZETA 1.2 K12 ,755459,498,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2017,ASTA 1.2 (O) ,646199,38537,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2016,MAGNA 1.2 ,534099,61279,Petrol,Manual,1st Owner,Mumbai
Maruti Dzire,2018,VXI ,629199,19703,Petrol,Manual,2nd Owner,Mumbai
Maruti Baleno,2017,ALPHA DDIS 190 ,623399,50910,Diesel,Manual,1st Owner,Mumbai
Maruti Baleno,2019,ALPHA 1.2 K12 ,685699,42287,Petrol,Manual,1st Owner,Mumbai
Jeep Compass,2017,2.0 LONGITUDE (O) ,1222799,68172,Diesel,Manual,1st Owner,Mumbai
Jeep Compass,2017,2.0 LONGITUDE ,1250699,29159,Diesel,Manual,1st Owner,Mumbai
Hyundai Grand i10,2019,1.2 KAPPA SPORTZ (O) ,558899,26161,Petrol,Manual,1st Owner,Mumbai
Maruti Dzire,2019,VXI ,703099,28567,Petrol,Manual,1st Owner,Mumbai
Nissan Micra Active,2013,XV S ,291799,46286,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2017,ZETA 1.2 K12 ,557399,81903,Petrol,Manual,1st Owner,Mumbai
Mahindra MARAZZO,2018,M8 7 STR,1077999,7365,Diesel,,1st Owner,Mumbai
MG HECTOR PLUS,2020,SHARP DCT,1751299,17984,Petrol,,1st Owner,Mumbai
Hyundai Elite i20,2019,1.2 ASTA (O) CVT ,808199,25349,Petrol,Automatic,1st Owner,Mumbai
Maruti S PRESSO,2020,VXI PLUS ,474899,2676,Petrol,Manual,1st Owner,Mumbai
Hyundai Elite i20,2017,SPORTZ 1.2 ,570999,51545,Petrol,Manual,1st Owner,Mumbai
Maruti IGNIS,2019,ZETA 1.2 K12 ,582799,8375,Petrol,Manual,1st Owner,Mumbai
Hyundai NEW SANTRO,2019,ERA 1.1 ,441399,9395,Petrol,Manual,2nd Owner,Mumbai
Tata NEXON,2019,XZA + 1.2 PETROL A/T ,946499,14768,Petrol,Automatic,1st Owner,Mumbai
Maruti Alto,2021,LXI OPT ,436799,9706,Petrol,Manual,1st Owner,Mumbai
Hyundai VENUE,2021,1.0L Turbo GDI SX MT ,1038799,25426,Petrol,Manual,1st Owner,Mumbai
Jeep Compass,2017,2.0 LONGITUDE (O) ,1205199,50485,Diesel,Manual,1st Owner,Mumbai
Hyundai i20 Active,2016,1.2,546499,47707,Petrol,Manual,1st Owner,Mumbai
Hyundai Grand i10,2016,ASTA 1.2 KAPPA VTVT ,516399,40669,Petrol,Manual,1st Owner,Mumbai
Maruti Dzire,2018,VXI ,704199,15234,Petrol,Manual,1st Owner,Mumbai
Hyundai Creta,2018,1.6 VTVT SX AUTO ,1210299,33823,Petrol,Automatic,2nd Owner,Mumbai
Hyundai VENUE,2021,1.0 TURBO GDI SX+ AT ,1333899,3028,Petrol,Automatic,1st Owner,Mumbai
Maruti Alto 800,2018,VXI ,323199,41470,Petrol,Manual,1st Owner,Mumbai
Honda WR-V,2017,1.2 i-VTEC VX MT ,730799,14909,Petrol,Manual,1st Owner,Mumbai
Skoda Superb,2016,2.0 TDI CR LK AT ,1895299,46514,Diesel,Automatic,1st Owner,Mumbai
Maruti Baleno,2018,DELTA 1.2 K12 ,628799,37219,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2017,ZETA 1.2 K12 ,607099,40618,Petrol,Manual,1st Owner,Mumbai
Maruti Vitara Brezza,2019,ZDI ,904599,74105,Diesel,Manual,1st Owner,Mumbai
Honda WR-V,2018,1.2 i-VTEC VX MT ,767599,25660,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2017,ZETA 1.2 K12 AMT ,646029,31739,Petrol,Automatic,1st Owner,Mumbai
Maruti Baleno,2018,ZETA 1.2 K12 ,620799,42213,Petrol,Manual,1st Owner,Mumbai
Honda City,2017,VX CVT PETROL ,854299,69376,Petrol,Automatic,1st Owner,Mumbai
Ford Ecosport,2017,1.5 TITANIUM TI VCT AT ,705199,41579,Petrol,Automatic,1st Owner,Mumbai
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,782099,17181,Petrol,Manual,1st Owner,Mumbai
Maruti Baleno,2019,ALPHA 1.2 K12 ,754799,9633,Petrol,Manual,1st Owner,Mumbai
Honda City,2017,VX MT PETROL ,880799,27432,Petrol,Manual,1st Owner,Mumbai
Toyota YARIS,2018,VX CVT,1152799,21126,Petrol,,1st Owner,Mumbai
Maruti Wagon R 1.0,2018,LXI CNG ,483499,21912,Petrol + CNG,Manual,1st Owner,Mumbai
Maruti Ciaz,2018,ALPHA 1.4 VVT ,857355,15002,Petrol,Manual,1st Owner,Mumbai
Maruti Vitara Brezza,2017,ZDI PLUS ,846599,75388,Diesel,Manual,1st Owner,Mumbai
Maruti IGNIS,2017,SIGMA 1.2 K12 ,463699,8225,Petrol,Manual,1st Owner,Mumbai
MG HECTOR,2020,SHARP DCT PETROL ,1721499,58143,Petrol,Automatic,1st Owner,Mumbai
MG HECTOR,2020,SHARP DCT PETROL ,1784399,39123,Petrol,Automatic,1st Owner,Mumbai
Maruti IGNIS,2019,ZETA 1.2 K12 AMT ,631599,25444,Petrol,Automatic,1st Owner,Mumbai
Maruti S Cross,2015,ZETA 1.3 ,564599,121185,Diesel,Manual,1st Owner,Mumbai
Maruti IGNIS,2017,DELTA 1.2 K12 ,482099,28680,Petrol,Manual,1st Owner,Mumbai
Hyundai Creta,2018,1.6 SX AT PETROL ,1230099,57613,Petrol,Automatic,1st Owner,Mumbai
Maruti Baleno,2018,ALPHA DDIS 190 ,735799,47492,Diesel,Manual,1st Owner,Mumbai
Mahindra MARAZZO,2018,M8 7 STR,1014399,37674,Diesel,,1st Owner,Mumbai
Maruti Wagon R 1.0,2017,VXI ,460799,36059,Petrol,Manual,1st Owner,Mumbai
Hyundai Creta,2018,1.6 SX (O) VTVT ,1085899,69182,Petrol,Manual,1st Owner,Mumbai
Honda WR-V,2018,1.2 i-VTEC VX MT ,800599,57875,Petrol,Manual,1st Owner,Mumbai
Honda Amaze,2018,1.2 V CVT I VTEC,728799,14696,Petrol,,1st Owner,Mumbai
MG HECTOR,2021,SHARP CVT ,1960499,8077,Petrol,Automatic,1st Owner,Mumbai
KIA SELTOS,2020,1.4 GTX+ TURBO GDI PETROL AT ,1892599,6434,Petrol,Automatic,1st Owner,Mumbai
Hyundai Tucson New,2018,2WD AT GL DIESEL ,2150999,11114,Diesel,Automatic,1st Owner,Mumbai
Maruti Wagon R 1.0,2013,LXI ,296099,21902,Petrol,Manual,1st Owner,Mumbai
Hyundai i20,2014,ASTA 1.2 O ,402499,40860,Petrol,Manual,3rd Owner,Mumbai
Datsun Redi Go,2017,T (O) ,294099,27207,Petrol,Manual,1st Owner,Mumbai
Maruti Ertiga,2017,ZDI PLUS SHVS ,869499,26214,Diesel,Manual,2nd Owner,Mumbai
Maruti S PRESSO,2020,VXI CNG ,541299,16517,Petrol + CNG,Manual,1st Owner,Mumbai
Maruti Dzire,2018,VDI AMT ,708899,24068,Diesel,Automatic,1st Owner,Mumbai
Nissan MAGNITE,2021,XL Turbo CVT,963799,16049,Petrol,,1st Owner,Pune
Maruti Ertiga,2020,ZXI Plus SHVS ,1054499,8466,Petrol,Manual,1st Owner,Pune
Renault Kiger,2021,RXZ AMT 1.0 DUAL TONE,1071299,2590,Petrol,,1st Owner,Pune
Toyota URBAN CRUISER,2021,PREMIUM MT,1098599,1961,Petrol,,1st Owner,Pune
Maruti Ertiga,2019,ZXI SMART HYBRID AT ,1130999,39506,Petrol,Automatic,1st Owner,Pune
Tata Tiago,2020,XZ+ 1.2 Revotron ,680399,8118,Petrol,Manual,1st Owner,Pune
Renault Duster,2015,RXZ 110 4WD ,676799,63143,Diesel,Manual,1st Owner,Pune
Maruti Alto,2020,LXI ,395099,2530,Petrol,Manual,1st Owner,Pune
Mercedes Benz C Class,2011,250 CDI ELEGANCE AT ,845699,43482,Diesel,Automatic,2nd Owner,Pune
Hyundai Creta,2021,SX EXECUTIVE MT ,1518299,2334,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2019,1.6 E + VTVT ,1026499,16497,Petrol,Manual,1st Owner,Pune
Hyundai Xcent,2017,SX 1.2 OPT ,618599,13639,Petrol,Manual,1st Owner,Pune
Ford Ecosport,2015,1.5 TITANIUMTDCI OPT ,662099,51922,Diesel,Manual,1st Owner,Pune
Toyota Corolla Altis,2015,VL AT ,1045899,24242,Petrol,Automatic,2nd Owner,Pune
Maruti Swift Dzire,2014,VXI 1.2 BS IV ,447599,54417,Petrol,Manual,1st Owner,Pune
Maruti S Cross,2019,ALPHA SHVS ,1080699,24233,Diesel,Manual,1st Owner,Pune
Renault Kwid,2021,1.0 RXT Opt ,550699,5326,Petrol,Manual,2nd Owner,Pune
KIA SELTOS,2020,HTK PLUS 1.5 DIESEL ,1384999,18781,Diesel,Manual,1st Owner,Pune
Maruti Celerio,2015,VXI ,449799,50235,Petrol,Manual,1st Owner,Pune
Maruti Swift,2017,VDI OPT ,629599,53444,Diesel,Manual,2nd Owner,Pune
Maruti Celerio,2017,VXI AMT ,467999,35598,Petrol,Automatic,1st Owner,Pune
Toyota Etios,2014,CROSS 1.5 V ,475799,80847,Petrol,Manual,2nd Owner,Pune
Hyundai i20,2012,MAGNA O 1.2 ,372399,56711,Petrol,Manual,2nd Owner,Pune
Toyota Innova Crysta,2016,2.8 ZX AT 7 STR ,1524299,163438,Diesel,Automatic,1st Owner,Pune
Hyundai i10,2014,SPORTZ 1.1 IRDE2 ,376999,45204,Petrol,Manual,1st Owner,Pune
Maruti Ciaz,2017,ALPHA 1.4 VVT ,750699,21004,Petrol,Manual,1st Owner,Pune
Jeep Compass,2017,2.0 LONGITUDE (O) ,1359799,53928,Diesel,Manual,1st Owner,Pune
Volkswagen Polo,2019,COMFORTLINE 1.0 PETROL ,704799,27487,Petrol,Manual,1st Owner,Pune
Hyundai Grand i10,2015,MAGNA 1.2 KAPPA VTVT ,433999,15930,Petrol,Manual,2nd Owner,Pune
Honda City,2016,SV MT PETROL ,659599,69887,Petrol,Manual,2nd Owner,Pune
MG HECTOR,2021,SHARP DCT PETROL ,1952499,6249,Petrol,Automatic,1st Owner,Pune
Renault TRIBER,2019,1.0 RXT ,636199,9981,Petrol,Manual,1st Owner,Pune
Honda Brio,2017,1.2 VX AT I VTEC ,563099,27776,Petrol,Automatic,2nd Owner,Pune
Volkswagen Polo,2020,HIGH LINE PLUS 1.0 ,866829,39385,Petrol,Manual,1st Owner,Pune
Renault TRIBER,2019,1.0 RXT ,678599,8712,Petrol,Manual,1st Owner,Pune
Tata Tiago,2017,XZ 1.2 REVOTRON ,504099,53773,Petrol,Manual,1st Owner,Pune
Tata Tiago,2018,XZA 1.2 REVOTRON ,558199,18723,Petrol,Automatic,2nd Owner,Pune
Hyundai VENUE,2019,SX(O) CRDi ,1118799,30456,Diesel,Manual,1st Owner,Pune
Hyundai i20,2013,MAGNA O 1.2 ,340499,115474,Petrol,Manual,2nd Owner,Pune
Tata NEXON,2020,XZ+ 1.5 ,1105799,20053,Diesel,Manual,1st Owner,Pune
Volkswagen Polo,2017,GT TSI 1.2 PETROL AT ,714299,18978,Petrol,Automatic,2nd Owner,Pune
Maruti Alto 800,2018,LXI ,350599,8254,Petrol,Manual,2nd Owner,Pune
Hyundai Elite i20,2015,ASTA 1.2 ,560899,62865,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2016,1.6 SX PLUS AUTO PETROL ,963099,51995,Petrol,Automatic,2nd Owner,Pune
Honda Amaze,2017,1.2 SX MT I VTEC ,517629,19603,Petrol,Manual,2nd Owner,Pune
Volkswagen Polo,2021,HIGHLINE PLUS 1.0 TSI AT ,1032299,6871,Petrol,Automatic,1st Owner,Pune
Maruti Vitara Brezza,2019,ZDI ,835399,48396,Diesel,Manual,1st Owner,Pune
Hyundai Creta,2015,1.6 SX PLUS PETROL ,850999,59326,Petrol,Manual,1st Owner,Pune
Ford Ecosport,2020,1.5TITANIUM TDCI ,1015499,22326,Diesel,Manual,1st Owner,Pune
Maruti Vitara Brezza,2018,ZDI ,889299,31969,Diesel,Manual,2nd Owner,Pune
Maruti S PRESSO,2021,VXI CNG ,598499,14865,Petrol + CNG,Manual,1st Owner,Pune
Maruti Baleno,2016,DELTA 1.2 K12 ,571847,28225,Petrol,Manual,1st Owner,Pune
Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT ,489799,33972,Petrol,Manual,2nd Owner,Pune
Maruti S Cross,2018,ALPHA SHVS ,889399,35691,Diesel,Manual,2nd Owner,Pune
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,459999,81006,Petrol,Manual,1st Owner,Pune
MG HECTOR,2021,SHARP DCT PETROL ,1749899,12272,Petrol,Automatic,1st Owner,Pune
Maruti Baleno,2016,DELTA 1.2 K12 ,572899,48861,Petrol,Manual,1st Owner,Pune
Hyundai VENUE,2019,1.0 TURBO GDI SX+ AT ,1082699,3297,Petrol,Automatic,1st Owner,Pune
Maruti Vitara Brezza,2019,VDI ,838699,56902,Diesel,Manual,2nd Owner,Pune
Maruti Celerio,2017,ZXI AMT ,468699,53139,Petrol,Automatic,1st Owner,Pune
Hyundai Elite i20,2016,ASTA 1.2 (O) ,608481,43436,Petrol,Manual,1st Owner,Pune
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,508099,6397,Petrol,Manual,1st Owner,Pune
Maruti Alto 800,2018,LXI ,350599,11617,Petrol,Manual,1st Owner,Pune
Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL ,675499,7162,Petrol,Manual,1st Owner,Pune
Maruti Wagon R 1.0,2015,VXI ,390299,32327,Petrol,Manual,1st Owner,Pune
Hyundai i20,2013,ASTA 1.2 ,438699,70537,Petrol,Manual,2nd Owner,Pune
Maruti Celerio,2017,ZXI AMT ,492199,25716,Petrol,Automatic,2nd Owner,Pune
Maruti S PRESSO,2021,VXI CNG ,607599,6909,Petrol + CNG,Manual,1st Owner,Pune
KIA SELTOS,2019,HTX AT PETROL ,1401399,47272,Petrol,Automatic,1st Owner,Pune
Maruti Baleno,2016,DELTA 1.2 K12 ,620399,23302,Petrol,Manual,1st Owner,Pune
Hyundai VENUE,2020,SX 1.0 GDI IMT ,1045599,7736,Petrol,Manual,1st Owner,Pune
Maruti Vitara Brezza,2018,ZDI PLUS ,967599,29025,Diesel,Manual,1st Owner,Pune
Honda Jazz,2016,1.2 V AT ,673199,36483,Petrol,Automatic,1st Owner,Pune
Jeep Compass,2019,1.4 SPORT PETROL ,1300129,27193,Petrol,Manual,1st Owner,Pune
Hyundai VENUE,2021,1.0 TURBO GDI SX+ AT ,1333899,2051,Petrol,Automatic,1st Owner,Pune
Hyundai Elite i20,2016,ASTA 1.2 (O) ,610199,53679,Petrol,Manual,2nd Owner,Pune
Maruti Baleno,2017,DELTA 1.2 K12 ,629499,15024,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2016,1.6 SX PLUS AUTO PETROL ,1066899,67861,Petrol,Automatic,1st Owner,Pune
Honda Jazz,2017,1.2 V MT ,595999,16650,Petrol,Manual,1st Owner,Pune
Skoda Superb,2017,1.8 TSI LK AT ,1670599,22682,Petrol,Automatic,2nd Owner,Pune
Mahindra Thar,2019,CRDE 4X4 BS IV ,925699,17213,Diesel,Manual,1st Owner,Pune
Hyundai Elite i20,2019,1.2 SPORTS PLUS VTVT ,740899,36902,Petrol,Manual,1st Owner,Pune
Mahindra XUV500,2013,W8 FWD ,777199,89456,Diesel,Manual,2nd Owner,Pune
Maruti Baleno,2018,DELTA 1.2 K12 ,643999,8180,Petrol,Manual,1st Owner,Pune
Hyundai Verna,2019,1.6 SX VTVT (O) ,1064949,16006,Petrol,Manual,1st Owner,Pune
Maruti S Cross,2021,ZETA SHVS PETROL ,1075199,6396,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2017,1.6 SX PLUS AUTO PETROL ,1123899,38147,Petrol,Automatic,1st Owner,Pune
Maruti Baleno,2018,DELTA 1.2 K12 ,584499,69055,Petrol,Manual,1st Owner,Pune
Maruti Vitara Brezza,2017,ZDI ,846399,28791,Diesel,Manual,1st Owner,Pune
Honda Amaze,2018,1.2 SMT I VTEC ,626999,14869,Petrol,Manual,1st Owner,Pune
Hyundai Verna,2018,1.6 SX VTVT ,942199,24680,Petrol,Manual,1st Owner,Pune
Maruti Baleno,2019,DELTA 1.2 K12 ,634799,49941,Petrol,Manual,1st Owner,Pune
Maruti Baleno,2017,DELTA 1.2 K12 ,599699,35019,Petrol,Manual,1st Owner,Pune
Toyota YARIS,2021,J CVT ,1062099,3412,Petrol,Automatic,1st Owner,Pune
Maruti Wagon R 1.0,2018,VXI AMT ,415199,67320,Petrol,Automatic,1st Owner,Pune
Hyundai Creta,2020,1.4 SX(O) TURBO GDI DCT ,1786599,14623,Petrol,Automatic,1st Owner,Pune
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,475399,40488,Petrol,Manual,1st Owner,Pune
Maruti Baleno,2018,DELTA 1.2 K12 ,594099,41816,Petrol,Manual,1st Owner,Pune
Honda City,2017,ZX MT I-DTEC ,858599,50334,Diesel,Manual,2nd Owner,Pune
Hyundai Creta,2018,1.6 VTVT SX AUTO ,1355099,31399,Petrol,Automatic,2nd Owner,Pune
Maruti Baleno,2017,DELTA 1.2 K12 ,603268,30381,Petrol,Manual,1st Owner,Pune
Maruti S Cross,2018,SIGMA SHVS ,823799,50901,Diesel,Manual,1st Owner,Pune
Toyota Corolla Altis,2016,VL AT ,1035399,41657,Petrol,Automatic,1st Owner,Pune
MG HECTOR,2020,SHARP DCT PETROL ,1692499,25063,Petrol,Automatic,1st Owner,Pune
Maruti Wagon R 1.0,2015,VXI ,421699,26430,Petrol,Manual,1st Owner,Pune
Tata ALTROZ,2020,XZ 1.2 ,794699,22160,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2017,1.6 SX PLUS AUTO PETROL ,1079599,48139,Petrol,Automatic,1st Owner,Pune
Renault Kwid,2017,CLIMBER 1.0 AT ,431699,30100,Petrol,Automatic,1st Owner,Pune
Mahindra TUV300,2017,T8 ,740399,39297,Diesel,Manual,1st Owner,Pune
Hyundai Creta,2017,1.4 S PLUS ,1072599,63687,Diesel,Manual,1st Owner,Pune
Maruti S Cross,2021,ZETA SHVS PETROL ,1060399,8228,Petrol,Manual,1st Owner,Pune
Hyundai Creta,2017,1.6 CRDI SX PLUS AUTO ,1226799,67537,Diesel,Automatic,2nd Owner,Pune
Maruti S Cross,2019,ZETA SHVS ,913799,22000,Diesel,Manual,1st Owner,Pune
Maruti IGNIS,2018,DELTA 1.2 K12 ,446799,13022,Petrol,Manual,2nd Owner,Pune
Tata Hexa,2017,Varicor 400 XTA ,1132499,104347,Diesel,Automatic,1st Owner,Pune
Hyundai Elite i20,2017,ASTA 1.2 (O) ,653299,44460,Petrol,Manual,2nd Owner,Pune
Hyundai Verna,2018,1.6 SX VTVT AT (O) ,1014099,21774,Petrol,Automatic,1st Owner,Pune
Maruti Baleno,2017,DELTA 1.2 K12 ,626299,24991,Petrol,Manual,1st Owner,Pune
Hyundai Verna,2018,1.6 SX VTVT AT (O) ,1105699,12049,Petrol,Automatic,1st Owner,Pune
Maruti Wagon R 1.0,2017,VXI ,444999,24837,Petrol,Manual,1st Owner,Pune
Maruti S Cross,2018,ZETA 1.3 SHVS ,852518,50195,Diesel,Manual,2nd Owner,Pune
Maruti Baleno,2018,ZETA 1.2 K12 ,680999,10344,Petrol,Manual,1st Owner,Pune
Maruti Baleno,2019,DELTA 1.2 K12 ,693299,42127,Petrol,Manual,1st Owner,Pune
Volkswagen Vento,2017,HIGHLINE TDI AT ,809099,96774,Diesel,Automatic,1st Owner,Pune
Ford Ecosport,2014,1.5 TREND TDCI ,456399,132112,Diesel,Manual,1st Owner,Pune
Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT ,499199,43601,Petrol,Manual,1st Owner,Pune
MG HECTOR,2020,SHARP DCT PETROL ,1728299,5388,Petrol,Automatic,1st Owner,Pune
Ford Ecosport,2018,1.5 TITANIUM SIGNATURE (SUNROOF) TDCI ,1029162,43371,Diesel,Manual,1st Owner,Pune
Hyundai New Elantra,2017,1.6 SX AT O ,1243599,65743,Diesel,Automatic,3rd Owner,Pune
Tata NEXON,2020,XZ+ 1.2 ,896119,43163,Petrol,Manual,1st Owner,Pune
Skoda Rapid,2020,1.0 AMBITION TSI AT ,1244299,9272,Petrol,Automatic,1st Owner,Pune
Maruti IGNIS,2019,DELTA 1.2 K12 ,531899,8280,Petrol,Manual,1st Owner,Pune
Ford Ecosport,2019,1.5 TITANIUM PLUS TI VCT AT ,971399,34762,Petrol,Automatic,1st Owner,Pune
Hyundai Elite i20,2017,ASTA 1.2 (O) ,697299,43067,Petrol,Manual,2nd Owner,Pune
Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT ,529499,24409,Petrol,Manual,1st Owner,Pune
Maruti Vitara Brezza,2017,ZDI PLUS ,920999,88377,Diesel,Manual,1st Owner,Pune
Maruti Baleno,2017,DELTA 1.2 K12 ,641499,32981,Petrol,Manual,1st Owner,Pune
Maruti Ciaz,2018,ALPHA 1.3 DDIS SHVS ,795699,28523,Diesel,Manual,1st Owner,Pune
Maruti Alto 800,2018,LXI ,329699,76230,Petrol,Manual,1st Owner,Pune
Maruti Alto 800,2018,LXI ,332599,28017,Petrol,Manual,1st Owner,Pune
Maruti IGNIS,2017,ZETA 1.2 K12 AMT ,565099,26328,Petrol,Automatic,1st Owner,Pune
Honda City,2017,VX CVT PETROL ,940999,24655,Petrol,Automatic,2nd Owner,Pune
Maruti Vitara Brezza,2017,ZDI ,738199,48518,Diesel,Manual,1st Owner,Pune
Toyota YARIS,2018,J MT ,856999,28478,Petrol,Manual,1st Owner,Pune
Honda WR-V,2017,1.2 i-VTEC VX MT ,624699,66933,Petrol,Manual,1st Owner,Pune
Honda WR-V,2017,1.2 i-VTEC VX MT ,624299,100475,Petrol,Manual,1st Owner,Pune
Ford Ecosport,2018,1.5 TITANIUM PLUS TI VCT AT ,861199,44981,Petrol,Automatic,1st Owner,Pune
Maruti S Cross,2018,ALPHA SHVS ,893199,63073,Diesel,Manual,1st Owner,Pune
Maruti S Cross,2017,ZETA SHVS ,921999,58871,Diesel,Manual,1st Owner,Pune
Tata NEXON,2018,XZA+ 1.5 ,870599,79737,Diesel,Automatic,1st Owner,Pune
Maruti S Cross,2018,ALPHA SHVS ,977399,64963,Diesel,Manual,1st Owner,Pune
Maruti S Cross,2017,ZETA SHVS ,816999,77395,Diesel,Manual,1st Owner,Pune
Hyundai Tucson New,2018,2WD AT GL DIESEL ,1903799,50976,Diesel,Automatic,2nd Owner,Pune
Hyundai Grand i10,2016,ASTA 1.2 (O) VTVT ,423199,86297,Petrol,Manual,1st Owner,Pune
Maruti Alto 800,2016,LXI ,293299,11125,Petrol,Manual,1st Owner,Pune
Volkswagen Polo,2018,COMFORTLINE 1.0 PETROL ,609999,21612,Petrol,Manual,1st Owner,Pune
Maruti Swift,2016,VXI ,504399,14724,Petrol,Manual,2nd Owner,Pune
Maruti Swift,2011,VDI ,348499,156491,Diesel,Manual,1st Owner,Pune
Maruti Celerio,2016,VDI ,439999,53508,Diesel,Manual,1st Owner,Pune
Maruti Ertiga,2019,ZDI PLUS SHVS ,1126199,23796,Diesel,Manual,1st Owner,Pune
Honda Amaze,2015,1.2 VXMT I VTEC ,509799,35785,Petrol,Manual,1st Owner,Pune
Maruti Celerio,2018,VXI ,505999,29583,Petrol,Manual,1st Owner,Pune
Maruti Dzire,2020,VXI ,763799,7766,Petrol,Manual,1st Owner,Pune
Maruti Vitara Brezza,2019,ZDI + AMT ,967099,33415,Diesel,Automatic,2nd Owner,Pune
